"","Breakout","Immersion","Peak","Frustration","Invangelist"
"145","0",4.03588235294118,4.00066666666667,1.56516129032258,7
"146","1",4.06230769230769,4.08176470588235,1.46033333333333,7
"147","1",4.151,4.25666666666667,1.43866666666667,6
"148","1",4.151,4.23678571428571,1.43866666666667,6
"149","1",4.10344827586207,4.17967741935484,1.473,5
"150","1",4.151,4.19791666666667,1.41965517241379,5
"151","0",3.98612903225806,4.00066666666667,1.45678571428571,7
"152","0",4.119,3.91892857142857,1.48931034482759,3
"153","0",4.123,4.01214285714286,1.48931034482759,3
"154","1",4.06230769230769,4.17967741935484,1.45678571428571,5
"155","0",4.13034482758621,4.15677419354839,1.46741935483871,9
"156","1",4.24448275862069,3.968,1.48931034482759,7
"157","1",4.234,4.07310344827586,1.43866666666667,6
"158","1",4.18827586206897,4.323,1.41965517241379,7
"159","0",4.01964285714286,4.00066666666667,1.48529411764706,3
"160","1",4.234,4.09833333333333,1.43965517241379,6
"161","1",4.151,4.19791666666667,1.43866666666667,5
"162","0",4.19266666666667,4.04166666666667,1.46571428571429,6
"163","0",4.18,4.04206896551724,1.46571428571429,5
"164","1",4.19125,4.323,1.473,6
"165","1",4.27266666666667,4.26666666666667,1.45655172413793,6
"166","1",4.18827586206897,4.04206896551724,1.445,5
"167","0",4.03588235294118,4.18071428571429,1.48529411764706,9
"168","0",4.08806451612903,4.17967741935484,1.48529411764706,6
"169","0",4.18,4.19791666666667,1.43866666666667,6
"170","0",4.01964285714286,4.25366666666667,1.46033333333333,6
"171","0",3.98612903225806,4.056,1.56516129032258,2
"172","1",4.21766666666667,4.07310344827586,1.45655172413793,6
"173","0",4.01964285714286,4.01214285714286,1.48529411764706,3
"174","0",4.03588235294118,4.05461538461538,1.46033333333333,5
"175","1",4.10344827586207,3.91892857142857,1.472,7
"176","0",4.115,4.056,1.49066666666667,9
"177","1",4.22357142857143,4.09833333333333,1.43866666666667,7
"178","1",4.22357142857143,3.968,1.46571428571429,7
"179","1",4.27266666666667,4.09833333333333,1.43791666666667,5
"180","1",4.16733333333333,4.04166666666667,1.472,6
"181","1",4.234,4.07310344827586,1.50333333333333,5
"182","1",4.16733333333333,4.23678571428571,1.46741935483871,8
"183","1",4.05866666666667,4.08176470588235,1.56516129032258,2
"184","0",4.123,4.18071428571429,1.46178571428571,2
"185","0",4.18,4.323,1.45655172413793,6
"186","0",4.08806451612903,4.35827586206897,1.46033333333333,5
"187","1",4.10344827586207,4.18071428571429,1.43866666666667,7
"188","1",4.09096774193548,4.23612903225806,1.46741935483871,6
"189","0",4.03588235294118,4.18071428571429,1.48529411764706,6
"190","0",4.15035714285714,4.15677419354839,1.45655172413793,7
"191","0",4.03588235294118,4.15677419354839,1.48529411764706,2
"192","0",4.123,4.15677419354839,1.50333333333333,5
"193","1",4.151,4.323,1.45233333333333,7
"194","1",4.09096774193548,4.25366666666667,1.43965517241379,7
"195","1",4.234,3.968,1.445,2
"196","0",3.98612903225806,4.15677419354839,1.45678571428571,6
"197","1",4.27266666666667,4.09833333333333,1.50333333333333,6
"198","1",4.151,4.25666666666667,1.45233333333333,8
"199","1",4.09096774193548,4.18071428571429,1.45655172413793,2
"200","1",4.22357142857143,4.07310344827586,1.50333333333333,5
"201","0",4.18,4.323,1.45233333333333,6
"202","0",3.98612903225806,4.23612903225806,1.50423076923077,7
"203","0",4.119,4.15677419354839,1.46741935483871,5
"204","0",4.18,4.04206896551724,1.472,6
"205","1",4.27266666666667,4.26666666666667,1.46178571428571,5
"206","1",4.22357142857143,4.09833333333333,1.41965517241379,5
"207","0",4.115,4.25366666666667,1.46178571428571,6
"208","1",4.151,4.23678571428571,1.41965517241379,5
"209","1",4.05866666666667,4.23612903225806,1.46033333333333,4
"210","1",4.09096774193548,4.18071428571429,1.50333333333333,2
"211","0",4.19266666666667,4.25666666666667,1.473,5
"212","1",4.19125,4.19791666666667,1.45233333333333,8
"213","0",4.119,4.01214285714286,1.46571428571429,7
"214","0",4.13034482758621,4.11137931034483,1.45655172413793,5
"215","0",4.08806451612903,4.08176470588235,1.46033333333333,9
"216","0",4.19266666666667,4.23678571428571,1.41965517241379,6
"217","1",4.05866666666667,4.15677419354839,1.56516129032258,9
"218","0",4.08806451612903,3.91892857142857,1.56516129032258,7
"219","0",4.15035714285714,4.25366666666667,1.43791666666667,8
"220","0",4.13034482758621,3.91892857142857,1.472,7
"221","0",4.115,3.91892857142857,1.445,7
"222","1",4.10344827586207,4.01214285714286,1.48931034482759,2
"223","1",4.06230769230769,4.11137931034483,1.48529411764706,5
"224","0",4.01964285714286,4.17967741935484,1.45678571428571,6
"225","1",4.27266666666667,3.968,1.445,3
"226","1",4.18827586206897,4.23678571428571,1.43766666666667,6
"227","1",4.18827586206897,4.04206896551724,1.445,6
"228","1",4.234,4.07310344827586,1.50333333333333,6
"229","1",4.234,4.09833333333333,1.473,8
"230","1",4.27266666666667,4.26666666666667,1.41965517241379,5
"231","1",4.10344827586207,3.91892857142857,1.45392857142857,3
"232","1",4.06230769230769,4.23612903225806,1.56516129032258,2
"233","0",4.13034482758621,4.11137931034483,1.43965517241379,2
"234","1",4.27266666666667,4.07310344827586,1.43791666666667,8
"235","0",4.01964285714286,4.056,1.56516129032258,5
"236","0",4.15035714285714,4.05461538461538,1.445,8
"237","1",4.09096774193548,4.08176470588235,1.45233333333333,2
"238","0",4.03588235294118,3.91892857142857,1.46033333333333,7
"239","1",4.05866666666667,4.01214285714286,1.45678571428571,7
"240","1",4.234,4.07310344827586,1.43965517241379,5
"241","1",4.27266666666667,4.09833333333333,1.45655172413793,5
"242","1",4.09096774193548,4.17967741935484,1.46741935483871,6
"243","1",4.24448275862069,4.07310344827586,1.43766666666667,8
"244","0",3.98612903225806,4.08176470588235,1.56516129032258,4
"245","1",4.09096774193548,4.08176470588235,1.46178571428571,4
"246","1",4.24448275862069,4.01785714285714,1.49928571428571,3
"247","1",4.05866666666667,3.91892857142857,1.50423076923077,2
"248","0",4.01964285714286,4.25366666666667,1.5041935483871,5
"249","1",4.21766666666667,4.09833333333333,1.43791666666667,6
"250","0",4.03588235294118,4.05461538461538,1.45678571428571,4
"251","1",4.16733333333333,4.23678571428571,1.45655172413793,6
"252","0",4.01964285714286,4.08176470588235,1.56516129032258,7
"253","1",4.21766666666667,4.26666666666667,1.43866666666667,5
"254","1",4.18827586206897,4.19791666666667,1.45233333333333,8
"255","1",4.05866666666667,4.08176470588235,1.48529411764706,6
"256","1",4.151,4.04166666666667,1.48931034482759,6
"257","0",4.123,4.15677419354839,1.46178571428571,6
"258","0",4.03588235294118,4.23612903225806,1.5041935483871,2
"259","0",4.08806451612903,4.05461538461538,1.46033333333333,6
"260","0",4.15035714285714,4.18071428571429,1.43965517241379,5
"261","1",4.19125,4.23678571428571,1.45233333333333,8
"262","0",4.08806451612903,4.08176470588235,1.50423076923077,5
"263","0",4.08806451612903,4.15677419354839,1.48529411764706,6
"264","0",4.08806451612903,4.00066666666667,1.45678571428571,3
"265","1",4.24448275862069,4.07310344827586,1.50333333333333,6
"266","0",4.08806451612903,4.05461538461538,1.50423076923077,5
"267","0",4.15035714285714,4.18071428571429,1.43866666666667,6
"268","1",4.19125,4.323,1.43965517241379,5
"269","0",4.03588235294118,3.91892857142857,1.45678571428571,3
"270","1",4.24448275862069,4.09833333333333,1.45233333333333,6
"271","0",4.119,3.91892857142857,1.45392857142857,7
"272","0",4.08806451612903,3.91892857142857,1.46033333333333,7
"273","0",4.19266666666667,4.23678571428571,1.50333333333333,5
"274","1",4.10344827586207,3.91892857142857,1.445,7
"275","1",4.19125,4.04166666666667,1.45392857142857,8
"276","1",4.09096774193548,4.08176470588235,1.43866666666667,5
"277","1",4.10344827586207,4.17967741935484,1.43766666666667,5
"278","0",4.03588235294118,4.17967741935484,1.45678571428571,2
"279","1",4.151,4.19791666666667,1.46741935483871,7
"280","1",4.18827586206897,4.25666666666667,1.45655172413793,8
"281","1",4.27266666666667,4.07310344827586,1.46741935483871,6
"282","0",4.03588235294118,4.15677419354839,1.50423076923077,6
"283","1",4.10344827586207,4.17967741935484,1.43866666666667,9
"284","1",4.19125,4.04166666666667,1.49066666666667,6
"285","1",4.24448275862069,4.07310344827586,1.46741935483871,6
"286","1",4.19125,4.323,1.45233333333333,5
"287","1",4.21766666666667,4.09833333333333,1.43791666666667,8
"288","0",4.01964285714286,4.15677419354839,1.46033333333333,4
"289","1",4.16733333333333,4.323,1.43766666666667,6
"290","0",4.123,4.11137931034483,1.41965517241379,2
"291","0",4.08806451612903,4.11137931034483,1.46033333333333,9
"292","1",4.151,4.323,1.43965517241379,6
"293","0",4.01964285714286,4.00066666666667,1.56516129032258,2
"294","0",3.98612903225806,3.91892857142857,1.56516129032258,2
"295","1",4.18827586206897,4.323,1.41965517241379,6
"296","0",3.98612903225806,4.23612903225806,1.45678571428571,5
"297","0",4.08806451612903,4.11137931034483,1.56516129032258,5
"298","0",4.15035714285714,4.056,1.472,6
"299","0",4.08806451612903,3.91892857142857,1.45678571428571,7
"300","1",4.234,4.09833333333333,1.45233333333333,5
"301","0",4.13034482758621,4.11137931034483,1.41965517241379,5
"302","1",4.27266666666667,4.07310344827586,1.473,7
"303","0",4.123,4.25366666666667,1.41965517241379,6
"304","1",4.16733333333333,4.23678571428571,1.46178571428571,5
"305","0",4.18,4.25666666666667,1.50333333333333,8
"306","0",4.13034482758621,4.18071428571429,1.45655172413793,5
"307","1",4.22357142857143,4.01785714285714,1.46571428571429,3
"308","0",4.19266666666667,4.323,1.41965517241379,8
"309","0",4.18,4.19791666666667,1.50333333333333,6
"310","1",4.10344827586207,4.01214285714286,1.445,2
"311","1",4.27266666666667,4.01785714285714,1.472,3
"312","0",4.123,4.11137931034483,1.45233333333333,6
"313","0",4.01964285714286,4.11137931034483,1.56516129032258,6
"314","0",4.19266666666667,4.04206896551724,1.49928571428571,5
"315","1",4.18827586206897,4.04166666666667,1.472,5
"316","1",4.19125,4.23678571428571,1.46741935483871,6
"317","1",4.19125,4.323,1.45233333333333,6
"318","0",4.119,4.056,1.472,9
"319","0",4.123,4.00066666666667,1.45392857142857,7
"320","0",4.08806451612903,3.91892857142857,1.48529411764706,2
"321","1",4.21766666666667,3.968,1.49066666666667,7
"322","1",4.24448275862069,4.07310344827586,1.473,6
"323","1",4.234,4.01785714285714,1.48931034482759,7
"324","0",4.18,4.19791666666667,1.45655172413793,8
"325","1",4.05866666666667,4.05461538461538,1.45678571428571,5
"326","0",4.03588235294118,4.01214285714286,1.56516129032258,7
"327","1",4.151,4.19791666666667,1.43965517241379,6
"328","1",4.19125,4.04166666666667,1.46571428571429,5
"329","0",3.98612903225806,4.05461538461538,1.46033333333333,4
"330","0",4.18,4.323,1.43965517241379,5
"331","1",4.18827586206897,4.23678571428571,1.46178571428571,6
"332","1",4.21766666666667,3.968,1.445,2
"333","1",4.18827586206897,4.23678571428571,1.45655172413793,5
"334","1",4.10344827586207,4.08176470588235,1.43791666666667,2
"335","1",4.234,4.09833333333333,1.45655172413793,8
"336","1",4.19125,4.25666666666667,1.45655172413793,6
"337","0",4.03588235294118,4.18071428571429,1.56516129032258,5
"338","0",4.03588235294118,4.05461538461538,1.46033333333333,5
"339","1",4.06230769230769,4.08176470588235,1.45678571428571,2
"340","1",4.27266666666667,4.26666666666667,1.43965517241379,7
"341","1",4.22357142857143,4.07310344827586,1.41965517241379,5
"342","0",4.08806451612903,4.17967741935484,1.50423076923077,7
"343","1",4.18827586206897,4.04206896551724,1.49066666666667,6
"344","0",4.18,4.04206896551724,1.45392857142857,8
"345","0",4.19266666666667,4.04206896551724,1.49928571428571,5
"346","0",4.13034482758621,4.25366666666667,1.46178571428571,5
"347","0",4.13034482758621,4.11137931034483,1.43766666666667,5
"348","1",4.19125,4.04166666666667,1.49066666666667,8
"349","0",4.08806451612903,4.23612903225806,1.48529411764706,6
"350","1",4.234,4.09833333333333,1.50333333333333,6
"351","0",3.98612903225806,3.91892857142857,1.50423076923077,3
"352","0",4.123,4.00066666666667,1.445,3
"353","1",4.19125,4.04166666666667,1.45392857142857,8
"354","1",4.22357142857143,4.26666666666667,1.46741935483871,6
"355","0",4.03588235294118,3.91892857142857,1.48529411764706,3
"356","1",4.234,4.01785714285714,1.45392857142857,7
"357","0",4.18,4.323,1.50333333333333,6
"358","0",4.115,4.15677419354839,1.46178571428571,6
"359","1",4.05866666666667,4.35827586206897,1.5041935483871,5
"360","0",4.03588235294118,4.01214285714286,1.46033333333333,7
"361","1",4.05866666666667,4.23612903225806,1.56516129032258,9
"362","0",4.01964285714286,4.01214285714286,1.5041935483871,7
"363","0",4.08806451612903,4.00066666666667,1.48529411764706,7
"364","1",4.18827586206897,4.04206896551724,1.49066666666667,5
"365","0",4.03588235294118,4.08176470588235,1.5041935483871,9
"366","1",4.151,4.04166666666667,1.45392857142857,5
"367","0",4.03588235294118,4.05461538461538,1.48529411764706,5
"368","0",4.19266666666667,4.323,1.41965517241379,7
"369","0",3.98612903225806,4.11137931034483,1.50423076923077,5
"370","0",4.19266666666667,4.23678571428571,1.43791666666667,6
"371","0",4.123,4.25366666666667,1.45655172413793,7
"372","0",4.123,4.23612903225806,1.46741935483871,2
"373","1",4.10344827586207,4.18071428571429,1.41965517241379,5
"374","1",4.09096774193548,4.23612903225806,1.473,2
"375","0",4.123,4.08176470588235,1.43866666666667,4
"376","0",4.13034482758621,4.05461538461538,1.48931034482759,6
"377","0",4.123,4.08176470588235,1.43866666666667,6
"378","0",4.03588235294118,4.08176470588235,1.56516129032258,6
"379","0",3.98612903225806,4.23612903225806,1.48529411764706,4
"380","0",4.19266666666667,4.19791666666667,1.45655172413793,6
"381","0",4.18,4.323,1.46178571428571,7
"382","1",4.27266666666667,4.26666666666667,1.46178571428571,5
"383","0",4.08806451612903,3.91892857142857,1.5041935483871,2
"384","1",4.151,4.23678571428571,1.46178571428571,7
"385","0",4.123,4.05461538461538,1.445,5
"386","1",4.151,4.25666666666667,1.43791666666667,7
"387","0",4.03588235294118,3.91892857142857,1.56516129032258,3
"388","0",4.15035714285714,4.00066666666667,1.49066666666667,3
"389","0",4.119,4.25366666666667,1.46178571428571,9
"390","0",4.15035714285714,4.25366666666667,1.41965517241379,8
"391","0",4.13034482758621,4.01214285714286,1.45392857142857,7
"392","0",4.08806451612903,4.25366666666667,1.46033333333333,7
"393","1",4.24448275862069,4.09833333333333,1.43965517241379,6
"394","1",4.234,4.01785714285714,1.49928571428571,7
"395","1",4.24448275862069,4.26666666666667,1.43866666666667,5
"396","0",4.119,4.23612903225806,1.43866666666667,5
"397","1",4.19125,4.04166666666667,1.49928571428571,6
"398","1",4.27266666666667,4.26666666666667,1.43965517241379,6
"399","1",4.05866666666667,4.25366666666667,1.50423076923077,5
"400","1",4.22357142857143,4.26666666666667,1.43791666666667,7
"401","1",4.05866666666667,4.23612903225806,1.5041935483871,6
"402","1",4.16733333333333,4.23678571428571,1.45233333333333,5
"403","1",4.10344827586207,3.91892857142857,1.46571428571429,3
"404","1",4.05866666666667,4.18071428571429,1.46033333333333,5
"405","1",4.24448275862069,4.07310344827586,1.45655172413793,6
"406","1",4.234,4.09833333333333,1.43766666666667,8
"407","1",4.27266666666667,4.07310344827586,1.43766666666667,6
"408","1",4.05866666666667,4.15677419354839,1.46033333333333,2
"409","0",4.115,3.91892857142857,1.49066666666667,2
"410","1",4.16733333333333,4.23678571428571,1.43965517241379,6
"411","0",3.98612903225806,4.11137931034483,1.5041935483871,4
"412","1",4.16733333333333,4.04206896551724,1.45392857142857,6
"413","1",4.09096774193548,4.056,1.445,2
"414","0",4.08806451612903,4.17967741935484,1.45678571428571,2
"415","0",4.08806451612903,4.25366666666667,1.50423076923077,5
"416","1",4.05866666666667,4.23612903225806,1.50423076923077,5
"417","0",4.13034482758621,4.08176470588235,1.41965517241379,7
"418","1",4.05866666666667,4.00066666666667,1.48529411764706,7
"419","0",4.19266666666667,4.323,1.43965517241379,6
"420","0",4.119,4.01214285714286,1.46571428571429,2
"421","1",4.05866666666667,4.05461538461538,1.56516129032258,9
"422","1",4.27266666666667,4.01785714285714,1.472,7
"423","0",4.01964285714286,4.11137931034483,1.5041935483871,5
"424","1",4.16733333333333,4.04206896551724,1.445,6
"425","1",4.24448275862069,4.26666666666667,1.50333333333333,5
"426","1",4.151,4.04166666666667,1.49066666666667,6
"427","1",4.05866666666667,4.23612903225806,1.48529411764706,2
"428","1",4.21766666666667,4.07310344827586,1.46741935483871,8
"429","1",4.18827586206897,4.323,1.43791666666667,6
"430","1",4.05866666666667,4.01214285714286,1.56516129032258,7
"431","1",4.27266666666667,4.01785714285714,1.45392857142857,7
"432","0",4.19266666666667,4.23678571428571,1.473,5
"433","1",4.27266666666667,4.09833333333333,1.43965517241379,8
"434","0",4.13034482758621,4.15677419354839,1.41965517241379,4
"435","1",4.05866666666667,4.11137931034483,1.45678571428571,6
"436","1",4.18827586206897,4.23678571428571,1.45655172413793,5
"437","1",4.19125,4.04206896551724,1.445,6
"438","0",4.123,4.25366666666667,1.43965517241379,6
"439","1",4.16733333333333,4.04166666666667,1.46571428571429,8
"440","1",4.18827586206897,4.25666666666667,1.41965517241379,5
"441","1",4.21766666666667,4.09833333333333,1.41965517241379,6
"442","1",4.24448275862069,4.26666666666667,1.46178571428571,5
"443","1",4.21766666666667,4.07310344827586,1.43766666666667,8
"444","1",4.151,4.25666666666667,1.43766666666667,8
"445","0",4.18,4.323,1.46178571428571,6
"446","1",4.10344827586207,4.01214285714286,1.46571428571429,7
"447","0",4.01964285714286,4.15677419354839,1.45678571428571,5
"448","1",4.234,4.26666666666667,1.46741935483871,6
"449","1",4.10344827586207,4.01214285714286,1.472,3
"450","1",4.19125,4.04166666666667,1.445,6
"451","0",4.19266666666667,4.323,1.45655172413793,6
"452","1",4.27266666666667,4.26666666666667,1.43766666666667,8
"453","0",3.98612903225806,3.91892857142857,1.48529411764706,7
"454","1",4.151,4.23678571428571,1.45655172413793,8
"455","0",4.123,4.23612903225806,1.43766666666667,6
"456","1",4.06230769230769,3.91892857142857,1.50423076923077,2
"457","1",4.19125,4.323,1.45233333333333,8
"458","0",4.119,4.18071428571429,1.43766666666667,5
"459","1",4.234,4.26666666666667,1.45655172413793,6
"460","0",4.13034482758621,4.35827586206897,1.43766666666667,9
"461","1",4.06230769230769,4.15677419354839,1.45678571428571,9
"462","1",4.21766666666667,3.968,1.49928571428571,3
"463","0",4.115,4.23612903225806,1.50333333333333,9
"464","1",4.16733333333333,4.19791666666667,1.46178571428571,8
"465","1",4.151,4.19791666666667,1.41965517241379,6
"466","1",4.24448275862069,4.09833333333333,1.43866666666667,5
"467","1",4.16733333333333,4.23678571428571,1.46741935483871,6
"468","0",4.08806451612903,4.05461538461538,1.48529411764706,5
"469","1",4.234,4.09833333333333,1.45655172413793,5
"470","1",4.27266666666667,4.26666666666667,1.43965517241379,6
"471","1",4.22357142857143,4.26666666666667,1.43965517241379,7
"472","1",4.16733333333333,4.04206896551724,1.46571428571429,6
"473","1",4.09096774193548,4.18071428571429,1.45233333333333,5
"474","0",4.13034482758621,4.15677419354839,1.45655172413793,5
"475","0",3.98612903225806,3.91892857142857,1.56516129032258,3
"476","1",4.09096774193548,4.01214285714286,1.472,7
"477","0",4.08806451612903,4.25366666666667,1.5041935483871,2
"478","0",4.123,4.056,1.49928571428571,9
"479","1",4.05866666666667,4.00066666666667,1.45678571428571,7
"480","0",4.08806451612903,4.08176470588235,1.48529411764706,2
"481","0",4.01964285714286,4.08176470588235,1.48529411764706,5
